Document_id,Review text,Sentiment_Type
339,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
340,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
341,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
342,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
343,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
344,nan,NEUTRAL
345,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
346,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
347,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
348,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
349,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
350,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
351,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
352,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
353,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
354,nan,NEUTRAL
355,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
356,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
357,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
358,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
359,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
360,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
361,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
362,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
363,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
364,nan,NEUTRAL
365,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
366,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
367,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
368,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
369,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
370,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
371,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
372,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
373,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
374,nan,NEUTRAL
375,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
376,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
377,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
378,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
379,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
380,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
381,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
382,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
383,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
384,nan,NEUTRAL
385,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
386,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
387,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
388,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
389,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
390,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
391,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
392,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
393,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
394,nan,NEUTRAL
395,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
396,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
397,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
398,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
399,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
400,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
401,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
402,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
403,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
404,nan,NEUTRAL
405,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
406,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
407,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
408,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
409,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
410,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
411,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
412,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
413,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
414,nan,NEUTRAL
415,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
416,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
417,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
418,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
419,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
420,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
421,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
422,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
423,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
424,nan,NEUTRAL
425,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
426,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
427,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
428,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
429,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
430,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
431,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
432,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
433,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
434,nan,NEUTRAL
435,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
436,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
437,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
438,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
439,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
440,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
441,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
442,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
443,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
444,nan,NEUTRAL
445,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
446,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
447,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
448,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
449,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
450,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
